x1,x2,x4,x5,x7,x8,x9,x17, x3 , x6 , x10 , x11 , x12 , x13 , x14 , x15 , x16 , x18 , x19 ,outcome
22.07450999004733,43.38855194649296,0.3925475988392492,133087.64196519591,1279.8098005436107,96.4885484885694,454.42730836333754,5738.892817300721,39.493837036180025,123.51250106158727,571.3348346627628,7.31742250752203,13013.253010314844,341.5454992548123,7675.763266858041,31.0961641718023,628.9811797947995,132485.79075085744,6021.617773857472,4.557811574820098
22.466431423024225,46.12400668054179,0.3475478800869459,130526.22350434794,1265.8117469874549,93.56122396455471,489.79679762400383,5413.432043765743,39.372686721908565,110.5411863479041,536.6950187277201,7.733549719855976,13572.344778438955,301.4413635474272,7687.923844573294,26.346855874307767,651.9384447795359,133243.13074075105,6363.404792843372,4.451563893465577
22.224456673671234,44.26533399219643,0.36453109192389455,129836.75669295064,1315.5423460040618,93.07106507458022,458.22360058538874,6035.487908823727,38.10606608268181,119.06768134492678,549.1955350183135,8.299002019720282,14263.054277195577,358.9255382805561,10107.987959903281,30.663111971460555,635.9937610732958,115660.31083297165,6103.409487103794,4.991636953263954
21.775399528853217,46.78231904193289,0.3923295605772707,129583.90560059155,1224.7187200350272,92.73152257406208,470.9727133823783,4819.931828504159,41.04538095722479,101.32554033208757,551.5387027296982,8.654381585922716,13280.166971002714,323.98064852861995,9327.613268161294,27.450109820368045,679.2163075256974,116108.59355505834,5563.040046241158,3.383064363011771
22.25685842915035,48.23639681204591,0.41696417154379606,142911.77955943113,1333.0254448421842,74.7835284834912,447.07547765547486,5103.054600253722,41.08041530944249,106.86218219029922,552.0365462002597,8.009980364112502,15480.048534246942,335.68096542623005,7933.418463531612,29.792062658869675,646.8612304846049,121560.46226717017,5776.543419205882,2.3935567019162924
21.632523801262412,43.89401901179229,0.3668611817788757,141604.82685150465,1263.9566947069732,95.98228876625379,454.4279570771095,5888.726543212088,33.641604941733796,110.27060865565628,549.6967983918732,8.111571500015058,13620.60235508448,354.2381430977628,9084.339293228515,28.079752955782762,629.6613276593525,126765.52461472871,6661.750780429224,4.93755148235524
21.985021476896883,45.67133475485047,0.3517678001079564,145818.28769946616,1299.0978811817656,85.99610164280789,477.6431595458249,5744.613724384701,39.92691289650868,114.81095490569952,536.6056149596878,8.156026210041283,12067.57946161327,361.34664736771066,9104.459935759085,24.543427363196926,642.2586660928745,120485.76111531272,5978.695166579444,4.497341734325241
21.931661976106668,43.74578986909823,0.34532584900721075,138846.58159177855,1133.6287404821958,93.53634954156976,495.3191084615465,4672.288505625609,40.43536039058595,110.67608416540823,558.537754337364,8.03091898687302,15737.368844744899,351.97605835793803,8871.606824953888,28.372130928838487,667.4762637753394,121234.5412180164,6998.039349121607,4.047189325657644
22.100745829736038,44.694908955415414,0.37210223994951735,128110.36946022217,1279.6697992970123,89.96300063749395,426.5511562037642,5627.952771622515,38.456971843313006,113.18305967939858,553.8550721229557,8.193473354665935,12787.219970720855,348.21339140294066,8350.14502317819,29.435120973688953,647.1535245103379,108811.99877397649,6936.811891610096,4.2915907867306275
22.150440361960733,47.49554347193771,0.3331919873243073,131907.64963414866,1277.3575310914628,99.91218588820192,479.6477995513586,5517.644179353167,38.09811207941278,113.26201854331521,541.8893577881997,8.042320237219121,13412.132111925346,339.1093194090745,8953.234812617238,28.74404858917038,647.5058415739433,123478.1476045185,7109.175155387862,4.730446173504183
21.733023644381174,46.25365991699694,0.37486086563170956,125532.00619815438,1292.4034608364595,87.08761474597874,432.1714944290864,5584.104357098741,31.206375789258107,107.40784292354827,555.3245600209734,8.109346059751523,14718.061918748812,303.31386563330125,7789.065628109996,25.288047888637287,637.3048529680856,126100.54207571372,6951.06239018859,4.136714531138756
