x1,x2,x4,x5,x7,x8,x9,x17,outcome
22.562634949750677,52.83627841484288,0.4362871691442956,136521.34484748793,1333.7569716086457,99.72691210121857,579.8897430029215,5222.911333936188,6.633897361864362
20.771163461076924,45.20998965195787,0.3062702033242967,138655.48469985928,1238.1818358991,106.94209322649473,541.7070011237483,4980.9626547091175,7.765177684565689
23.416361969821054,44.71141155535104,0.3710856159340294,127272.84267572011,1350.309737775288,104.4679334954343,575.4213125486832,5414.264990174248,7.431723543698873
22.4756340050299,45.600492568923464,0.32074711245421533,141066.05338247228,1343.165572952734,104.83142198858691,547.8452644430092,5187.25128899755,7.657803997466546
22.488999462308307,52.11186288256737,0.3275301466470021,128377.40618455954,1201.0604025929347,101.36507191664346,570.640699143714,5284.384554077627,6.8822273005947885
22.080775958998988,48.41206280936818,0.4905886510741684,132976.08324186172,1351.3044658792282,102.7907571676308,534.0813070963603,6120.064571556324,8.347979509121483
22.021850498195306,45.66002955845072,0.3334304355130569,126305.28478519262,1325.9736357902939,106.03418611974716,536.406436230995,5927.706823515657,8.324082535941594
21.986965292704106,48.03866426476195,0.3225793867914388,131770.33814077987,1217.9251461325348,102.81257580073854,478.83274349747103,5595.345054963378,7.529836605181544
22.220542436472908,51.08476806680866,0.32388005293860905,122081.45274558039,1355.024988265184,104.78656934201145,556.8713550231065,5975.579699812892,7.754944157902402
21.47288472173915,46.017431435323395,0.39843781205664863,134692.62538198152,1143.662198879203,101.77458872641837,507.5593671725692,5462.740535426959,7.760299949026754
22.479356594601917,48.598797167657395,0.3638723260826037,130792.42419548292,1234.3534459084365,105.4351604260081,564.2063053308528,6343.918388350447,8.986476282348338
21.86881747828051,46.53102422118433,0.3578972796918296,124179.23647923507,1235.4281141473937,105.97997416747758,582.8636184532047,5711.018759223701,8.138496213185952
20.835532961183702,48.69593181577012,0.34693466993261807,131434.49297491222,1295.273067464358,95.13787132749596,553.1100165001923,5490.574445655232,7.576054713650983
21.849091077240534,48.285097787038026,0.39289546037119055,123190.8384078002,1183.7561928327443,98.0772330742684,596.8491126654957,6225.779169417468,8.584225759230291
21.15289603317267,44.87872791596944,0.34535178418886364,125352.1246126413,1216.9060070656722,92.7327677937264,550.4427220951951,5148.112417250743,7.115922223959059
21.345630905227594,43.41740673387181,0.3685751253097368,133098.99174713244,1109.4178247767,90.82936679591813,588.6953987670037,5331.814171439042,7.917084087211549
22.923433786785285,46.57797488823223,0.33082996022065825,130780.61454435847,1230.6135246690556,103.6878144101363,556.6538166669865,5039.49965959989,6.981901837856881
22.026825044177528,48.1248392331895,0.33620642411869706,128138.61673164208,1155.9866466337462,99.32290815699871,500.5223298159492,5184.896241036869,6.809324863087272
22.666257274092057,46.41800158906707,0.32266677699876467,134427.74771083138,1103.798414350848,106.34073080123272,591.6102068516101,5387.638361246495,8.12823826500604
23.195732693972936,45.48745399767738,0.31134491135895437,122598.52366845799,1260.4892897527732,107.29829887370761,491.0753120331141,5153.4555782315,6.717558480987259
23.00764634062816,46.85708095878269,0.3820878539441641,127282.54694616378,1259.3141207401547,105.10993539875433,577.1804207763703,5325.853799568449,7.267374575527674
22.78371270411881,43.85129244020365,0.3111728395915416,129985.54780122908,1336.41167105576,100.50804204086798,596.9311742953663,5216.543387461787,7.561838341577609
21.56245397144814,46.269575440735444,0.3511126878021892,123180.16684265582,1287.2653150493004,103.60730491090204,378.85188965667885,5726.112169717475,7.09102627864295
21.97097839819034,43.55271035999496,0.3095338619195752,144252.84576979984,1365.8457230824754,99.93979160003403,591.5642973893323,5608.102694378344,8.830742183420412
22.686297178461043,46.96062240129622,0.3097940381379018,122701.46779221657,1259.6145502143463,94.96920812862939,560.0083781115013,5029.861469056272,6.534432236353421
22.282387535738426,45.705272998022934,0.3240187401460285,137051.0781829173,1308.555095440467,105.11430315083804,489.1182030654182,5578.2275212451095,7.869600202373401
21.69038486711817,46.74641122821784,0.31285340876701034,122366.40691877267,1257.5957755517538,105.64004548845352,535.2570158834263,5385.1083721262885,7.421517517637717
21.484104304440734,47.03659208166103,0.30438139272934606,147165.6446106157,1080.0702360423759,106.68114990754563,596.5382069598406,5545.613737177919,9.16497217570517
21.886561020516098,44.77781932939354,0.32688226938627185,129962.23101829794,1244.2562644344364,96.75902633294228,558.8537276681952,5463.221377556587,7.788224376739024
22.619659457994565,43.140932733142016,0.31483634522923526,133546.36686681557,1211.2250976043817,94.46736865983763,494.5414290865261,5337.676603061293,7.3820767350803305
22.392985229483543,46.045538782848475,0.3267164029738117,134787.30332748618,1397.5834702080351,103.62152017852526,586.2596703048112,5936.664565395076,8.710578361551047
21.92841013917927,43.79175086002292,0.3285880360335121,128094.59678370072,1405.1301422676559,107.65458973774062,538.2565935576299,5636.269921989161,8.110152744672584
22.427042314376077,48.748768763380646,0.3946037389996251,123414.10193613586,1217.118571788457,94.39189926007823,561.800079145218,5638.31412722453,7.203038547834618
21.425582553121767,45.49666725447277,0.4307751250461192,141322.80244234012,1277.5430698020634,100.36808274700523,529.7687522188443,5450.646018709335,7.96656533457975
22.374559075740734,47.86541192324736,0.35773300472370473,131622.46677856267,1209.1712226011,105.5291145578677,577.4687850061738,5155.161512802719,7.3030141615533
22.11848712635644,48.25722855324254,0.43915466925439994,121165.92951089372,1308.4939874806348,91.49566078082934,491.59556175859655,5739.475451919052,6.833991410540369
22.62919949917624,46.715876390654174,0.34938366659761394,122425.608302647,1364.7038233190544,98.62054740734594,530.8867770798608,5631.751137784075,7.233422903425745
22.306996710012893,47.756858979275826,0.378857614235714,133951.94683299644,1134.1731741472956,102.15105630271817,489.5380811575623,5599.437159058959,7.596859029819185
21.840474663458664,45.552948215933995,0.31301656963123026,132681.37284668285,1203.0639271261798,106.56380164776809,590.7354742014593,5657.603972441365,8.650405353545233
22.03727474803308,48.62793456567823,0.31838474874339806,165292.71411736263,1016.7227006782166,97.03799742141133,578.2638237586732,5751.947079813095,9.672322204592652
20.62722887089859,42.89758900641701,0.3575956909062836,147027.92066378522,1292.149129616258,91.30603302835961,555.5857527917924,5576.076445395266,8.747500832948683
23.252097810322972,44.462760348525144,0.35127979066723863,120094.61811574287,1187.154390109919,102.2752264887137,453.64232140539764,5810.299088567922,7.38110327072259
21.65380958629566,46.715533602365234,0.34792703655742546,121122.2999029396,1258.1029190840886,101.25150880122938,478.1213835985704,4985.768477606161,6.3130791060893205
22.924974517990687,47.6570378499344,0.3217125487125019,121697.10586132301,1325.5683281101985,94.70972705235232,555.6510311620872,5209.539103009296,6.542814634719815
20.180453668960094,49.22262604605248,0.3481123214438073,127797.76833340632,1260.6295215408156,91.81550340154696,578.5815347214834,5410.2555205292965,7.456469600105553
21.36058798350734,45.600252602753024,0.3213287548279639,124880.900697654,1263.1713078820308,78.17236415610701,538.0958012549107,5565.321374598543,7.212963152896343
21.841371996547647,46.93847284933282,0.317427590359425,123502.45102952726,1141.703756867478,101.38142278760995,556.9006144252712,5343.646027619986,7.44011798148809
22.74258104960188,45.78129802345672,0.4189169174743188,138979.32440177037,1239.8901643746767,106.89769234250426,533.7575655788312,6012.219644604944,8.837034757060971
22.400195435512266,47.900986362253455,0.36729699838599006,130392.33838902824,1174.233238938958,101.31882402680598,578.6234844700048,5965.706161975053,8.447348560743904
22.61330336586665,45.451035190406834,0.3086642229315306,122762.78858317781,1377.5095398065462,95.9544806647102,598.9070912616838,7010.201101220751,9.72557606150458
21.212101305452006,47.94788305639286,0.3290837966570556,128706.1123633762,1426.2898986553632,80.48136837809936,485.8740708327158,5390.843902680256,6.560240166900536
23.241650622695705,48.50083547478483,0.34463483901984465,128403.5039596041,1450.6964970325505,97.74897635603482,464.76193640177723,4921.713702508773,5.627129319304462
21.48187820435822,48.96846538609112,0.3102429645575202,160228.49325629283,1287.286028531553,97.8078210173864,560.5158658003013,5433.123503279419,8.626775185123758
22.617166388412905,51.06275055790114,0.3503592801469324,127332.52262253255,1247.6531581895103,107.31850946883006,549.9991619645217,5743.088840968857,7.606137641326011
20.881781585310577,52.21744991156345,0.35182797664376286,125099.3111949922,1122.8841202583515,106.00109966515267,541.7848878420026,5563.310413010721,7.500810907609877
22.749395476891184,48.01609658359828,0.3101690604103617,124045.85411787506,1162.2821804550658,95.93988321613197,565.441110970592,5524.314667959957,7.342805893249292
22.02445600653025,46.31123318302165,0.31914401211460763,137647.66291063925,1239.4522124007055,95.3754424808066,568.3399539023096,5700.425842934549,8.30371068396586
22.19608062523055,42.50689503927144,0.36047356473975256,128275.40745888522,1145.5060014329827,92.96591839663986,525.6153039760823,5357.118178507155,7.450730818247254
22.418965976978654,48.796123787836656,0.4091810131617213,134063.83150887853,1339.0004260571723,92.7678003055876,520.8999528157839,5021.778452612902,6.174305999237296
22.566764750591886,44.51872176597258,0.4551698417070025,123651.92431956652,1306.6944441022629,103.94534704045222,516.3807052397987,5751.633119586426,7.577170590729599
21.623559430004676,44.94540629636903,0.30816204003843795,143863.49588627424,1112.746683519786,87.12447011178466,536.0996126074208,5648.321119837401,8.365978852309027
21.85324839883841,47.45312264978553,0.36101482606971935,120715.66536784242,1228.2356000528905,106.44656923293479,547.9428014984501,4554.432457807567,5.990246069839114
