x1,x2,x4,x5,x7,x8,x9,x17, x3 , x6 , x10 , x11 , x12 , x13 , x14 , x15 , x16 , x18 , x19 ,outcome
22.247211872257548,43.929163607410324,0.4093959592748438,158821.42998050404,1262.4856067612939,83.20976500625422,461.81964383321935,5751.004869821602,,,,,,,,,,,,1.805539177711867
21.9874798298745,44.86146331985476,0.4063959753717405,147897.9494729871,1179.6585917742088,86.53122169004347,455.35193832337325,5341.846928156995,,,,,,,,,,,,1.7536951253639046
22.220676082704333,45.908491070643265,0.4164428878893973,143302.40518907388,1211.7608039632155,86.52766087376924,458.4293516875909,5504.866071216587,,,,,,,,,,,,1.799498039002689
22.30173088853197,44.88613753323553,0.39636931355439586,160540.74895773618,1136.5107924915908,93.71020668034811,415.53958417290244,5313.162727744769,,,,,,,,,,,,1.4415474363230487
21.988522657027346,43.85279535112173,0.3539978817217911,150524.91942952943,1201.4845716550485,88.93188397043407,430.05642426749444,5648.238056341757,,,,,,,,,,,,2.654971347402479
22.31552524124654,44.826502242723876,0.4351298489733209,137385.90268229973,1247.71337645893,94.52734065555241,452.0026296744006,5699.149843337604,,,,,,,,,,,,2.05117929578247
21.851761173872674,45.70084243023309,0.37008981136040536,138032.74160110648,1129.9906667933437,87.1032187292851,436.9881952436351,5190.93947953574,,,,,,,,,,,,2.2386413644495695
22.094588019713246,42.96477648380865,0.4238231197049962,146734.12871558196,1195.0100312720085,86.92125707343062,453.9780888485166,5700.890369945003,,,,,,,,,,,,2.127311296755951
22.081195705265973,45.864117453110225,0.43150445129223103,152161.72230600502,1299.6073349453493,97.35725896144255,473.4434543237853,5740.957995905446,,,,,,,,,,,,1.5796054268303132
22.750389621925557,45.05209882091744,0.38061674782113214,152471.0851039625,1234.4536090720987,89.74514254932318,428.2995399196726,5791.578197032711,,,,,,,,,,,,2.187917543337785
22.142511428886706,43.85456609579198,0.39028633616964553,151084.05062925725,1240.1584401514513,84.46950494261662,441.6440754392315,5485.41669471827,,,,,,,,,,,,1.9962943971285716
21.810380644091254,43.01104432921182,0.3493659359989677,135851.7203048249,1239.460297578742,78.79280179631795,467.44593010945715,5543.52122631939,,,,,,,,,,,,3.0313577950340607
22.442572588768392,45.24977413631312,0.3698650732479178,159350.09137969284,1264.9188438222945,85.71816061482674,454.96617820083577,5704.1626107214,,,,,,,,,,,,2.0404964212534393
22.216436769022586,43.45813400520647,0.40178349993604057,150192.3378775021,1209.6962689706147,89.63696779286192,434.0958701225672,5173.321510431592,,,,,,,,,,,,1.5957443272910066
21.596657026608828,44.26300350762548,0.39733043900117004,139981.81155477164,1237.2913734930476,86.895989982315,451.94371361838364,5990.1186215068465,,,,,,,,,,,,2.8755886047158787
22.101066193364186,43.028260516829086,0.3662567403897951,147551.70485129135,1202.341785282366,83.73373024034684,461.22857791699533,5514.745194117017,,,,,,,,,,,,2.497697985243242
